AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
7389,POLICE OFFICER                     ,M,W ,30 - 39,33,8TH DIVISION                                           ,1ST PLATOON                                            ,5,2359
7392,POLICE RECRUIT                     ,M,W ,30 - 39,30,TRAINING                                               ,RECRUITS                                               ,0,2360
7388,POLICE OFFICER                     ,M,W ,30 - 39,34,2ND DIVISION                                           ,DETECTIVES                                             ,5,2361
7402,POLICE OFFICER                     ,M,W ,40 - 49,44,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2362
7397,POLICE OFFICER                     ,M,W ,40 - 49,41,7TH DIVISION                                           ,DETECTIVES                                             ,5,2363
7387,POLICE OFFICER                     ,M,B ,21 - 29,29,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,5,2364
7394,POLICE RECRUIT                     ,M,B ,30 - 39,38,TRAINING                                               ,RECRUITS                                               ,0,2365
7413,POLICE OFFICER                     ,M,W ,30 - 39,35,3RD DIVISION                                           ,2ND PLATOON                                            ,5,2366
7395,POLICE RECRUIT                     ,F,B ,30 - 39,38,TRAINING                                               ,RECRUITS                                               ,0,2367
7390,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,DETECTIVES                                             ,5,2368
7412,POLICE RECRUIT                     ,M,W ,30 - 39,35,TRAINING                                               ,RECRUITS                                               ,0,2369
7424,POLICE OFFICER                     ,M,W ,21 - 29,29,3RD DIVISION                                           ,1ST PLATOON                                            ,5,2370
7430,POLICE OFFICER                     ,M,W ,21 - 29,27,1ST DIVISION                                           ,DETECTIVES                                             ,5,2371
7431,POLICE OFFICER                     ,M,W ,21 - 29,29,6TH DIVISION                                           ,1ST PLATOON                                            ,5,2372
7436,POLICE OFFICER                     ,F,W ,30 - 39,30,8TH DIVISION                                           ,1ST PLATOON                                            ,5,2373
7437,POLICE OFFICER                     ,M,W ,21 - 29,29,2ND DIVISION                                           ,1ST PLATOON                                            ,5,2374
7442,POLICE OFFICER                     ,M,W ,40 - 49,45,7TH DIVISION                                           ,1ST PLATOON                                            ,5,2375
7448,POLICE OFFICER                     ,F,W ,30 - 39,32,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2376
7451,POLICE OFFICER                     ,M,A ,30 - 39,35,TRAINING                                               ,BASIC ACADEMY                                          ,5,2377
7455,POLICE OFFICER                     ,F,W ,21 - 29,29,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2378
5103,POLICE OFFICER                     ,F,W ,30 - 39,30,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2379
5158,POLICE OFFICER                     ,M,W ,30 - 39,30,1ST DIVISION                                           ,DETECTIVES                                             ,0,2380
5159,POLICE OFFICER                     ,M,W ,21 - 29,29,7TH DIVISION                                           ,2ND PLATOON                                            ,0,2381
5160,POLICE OFFICER                     ,M,W ,21 - 29,26,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2382
5161,POLICE OFFICER                     ,M,W ,30 - 39,30,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2383
5162,POLICE OFFICER                     ,M,W ,30 - 39,32,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,0,2384
